Direct Threshold	Averaged Threshold	Accuracy	Red F1	Red Precision	Red Recall	Green F1	Green Precision	Green Recall	Red F2R1P
0.024	0.14	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.142	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.14400000000000002	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.146	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.14800000000000002	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.15	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.152	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.154	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.156	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.158	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.16	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.162	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.16399999999999998	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.166	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.168	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.17	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.172	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.174	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.17600000000000002	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.17800000000000002	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
0.024	0.18	0.1291	0.2287	0.1291	1.0	0.0	0.0	0.0	0.42567924030598786
